identifier,basis_of_record,other_identifier,MS_identifier,title,contributor,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,visibility,type,format
VTEC000004877,PreservedSpecimen,Occurrence ID: 077c6302-155f-401b-8cf9-ce6d7d1ac10e,621370,"Batyle suturalis ((Say, 1823))",Barry Lee Bressler (recorded by),7/13/1981,7/13/1981,7/13/1981,habitat: Daisy||lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",Ferry Farm,38.293184 || -77.437484,38.293184,-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:077c6302-155f-401b-8cf9-ce6d7d1ac10e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391706,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004879,PreservedSpecimen,Occurrence ID: c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56,621371,Semanotus ligneus ((Fabricius)),B. Trent (recorded by),1/12/1976,1/12/1976,1/12/1976,habitat: In house||lifeStage: Adult||preparations: pinned specimen,"""Salem, Virginia, United States""",0,37.293468 || -80.054763,37.293468,-80.054763,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:c5bc9f5d-cf1d-48d4-a0a1-131bcc9ebf56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391721,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004883,PreservedSpecimen,Occurrence ID: b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e,621372,Neoclytus scutellaris ((Olivier)),G. Bakowski (recorded by),8/2/1964,8/2/1964,8/2/1964,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""",Winchester,39.18566 || -78.163334,39.18566,-78.163334,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b1c9ef69-1ee1-4203-aa3b-4edd3f0bfe2e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391778,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004899,PreservedSpecimen,Occurrence ID: c89fa4f3-385e-40f8-ac33-455dee1dbc9c,621373,"Abaeis nicippe ((Cramer, 1779))",,8/2/1945,8/2/1945,8/2/1945,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Mountain Lake,37.355403 || -80.537838,37.355403,-80.537838,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:c89fa4f3-385e-40f8-ac33-455dee1dbc9c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392763,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004905,PreservedSpecimen,Occurrence ID: 95d687b0-fecf-4c35-9666-003de0680bef,621374,"Speyeria diana ((Cramer, 1777))",Poverty (recorded by),7/26/2012,7/26/2012,7/26/2012,lifeStage: Adult||sex: Male||preparations: pinned specimen,,0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:95d687b0-fecf-4c35-9666-003de0680bef,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392792,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004906,PreservedSpecimen,Occurrence ID: 565cbc5e-1449-484c-9841-d5d6689ad2bc,621375,"Limenitis archippus ((Cramer, 1775))",G. B. Straley (recorded by),8/23/1975,8/23/1975,8/23/1975,lifeStage: Adult||preparations: pinned specimen,"""Virginia Beach, Virginia, United States""",Flanagan's Lane,36.735801 || -75.997458,36.735801,-75.997458,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:565cbc5e-1449-484c-9841-d5d6689ad2bc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392797,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004908,PreservedSpecimen,Occurrence ID: 946df31d-de1e-40ea-9829-3591c95345ca,621376,"Nymphalis antiopa ((Linnaeus, 1758))",,4/11/1972,4/11/1972,4/11/1972,lifeStage: Adult||preparations: pinned specimen,"""Berkshire, Massachusetts, United States""",Williamstown,42.709755 || -73.201143,42.709755,-73.201143,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:946df31d-de1e-40ea-9829-3591c95345ca,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392815,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004912,PreservedSpecimen,Occurrence ID: 4d8fff12-c0ee-4703-a0a0-5888bb267e50,621377,"Erebia epipsodea (Butler, 1868)",R. G. C. (recorded by),6/14/1960,6/14/1960,6/14/1960,lifeStage: Adult||preparations: pinned specimen,"""Clear Creek, Colorado, United States""","near Echo Lake, Mt. Evans",39.658111 || -105.603336,39.658111,-105.603336,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4d8fff12-c0ee-4703-a0a0-5888bb267e50,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392963,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004913,PreservedSpecimen,Occurrence ID: 1639f2c1-4ea7-4700-9ae8-77c3898c0a2f,621378,Oeneis uhleri varuna (Edwards 1882),Alan Bewell (recorded by),6/15/1966,6/15/1966,6/15/1966,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Province of Alberta, Canada""",Calgery,51.043683 || -114.065063,51.043683,-114.065063,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1639f2c1-4ea7-4700-9ae8-77c3898c0a2f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392964,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004919,PreservedSpecimen,Occurrence ID: fed42e37-c0fe-4540-8c1b-dd86f569c521,621379,Pyralidae,W. A. Allen (recorded by),6/7/1972,6/7/1972,6/7/1972,lifeStage: Adult||preparations: pinned specimen,"""Loudoun, Virginia, United States""",Dulles Int. Airport,38.952496 || -77.456902,38.952496,-77.456902,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fed42e37-c0fe-4540-8c1b-dd86f569c521,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393061,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004925,PreservedSpecimen,Occurrence ID: 8a2e4e2c-ee0a-466c-b267-c5c1695494e0,621380,"Digrammia ocellinata ((Guenée, [1858]))",G. B. Straley (recorded by),6/1/1967,6/1/1967,6/1/1967,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Eggleston,37.287347 || -80.618674,37.287347,-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8a2e4e2c-ee0a-466c-b267-c5c1695494e0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393236,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004927,PreservedSpecimen,Occurrence ID: 04b6bda5-8c1d-44d5-b43f-6c077f2cc95e,621381,Haematopis grataria ((Fabricius)),T. X. Lin (recorded by),7/27/1986,7/27/1986,7/27/1986,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.160134 || -80.401153,37.160134,-80.401153,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:04b6bda5-8c1d-44d5-b43f-6c077f2cc95e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393258,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004928,PreservedSpecimen,Occurrence ID: 7e04febb-5a8a-480f-a501-3f68da767625,621382,"Rheumaptera undulata ((Linnaeus, 1758))",Guthrie (recorded by),5/19/1963,5/19/1963,5/19/1963,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",0,37.310382 || -80.709198,37.310382,-80.709198,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7e04febb-5a8a-480f-a501-3f68da767625,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393260,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000005311,PreservedSpecimen,Occurrence ID: 5394db7d-7f06-4a3e-987a-dc3f0cb767ea,624847,"Corades chelonis (Hewitson, 1863)",,,,,lifeStage: Adult||preparations: Pinned specimen,"""Colombia""",Bogota,4.6333 || -74.0833,4.6333,-74.0833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5394db7d-7f06-4a3e-987a-dc3f0cb767ea,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48849438,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004934,PreservedSpecimen,Occurrence ID: f6136b3e-d971-4711-959f-583b6f2bd6c4,624849,"Callicore lyca aegina ((C. & R. Felder, 1861))",A.G. Weeks (recorded by),1899-08-25,1899-08-25,1899-08-25,0,"""Bolivia""",5 days north from Cochabamba,-17.5 || -65.666667,-17.5,-65.666667,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f6136b3e-d971-4711-959f-583b6f2bd6c4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=47977279,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000005313,PreservedSpecimen,Occurrence ID: e8e5e543-0a75-4619-9d9c-aff6059f1658,624851,"Elymnias caudata (Butler, 1871)",,,,,lifeStage: Adult||sex: Male||preparations: Pinned specimen,"""India""",Malabar Coast,10 || 76.25,10,76.25,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e8e5e543-0a75-4619-9d9c-aff6059f1658,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48849447,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000005333,PreservedSpecimen,Occurrence ID: f426b278-9da4-43bc-bf42-522e392ef8b7,624852,Lethe anthedon ((Clark 1936)),T. McAvoy (recorded by),8/3/1994,8/3/1994,8/3/1994,habitat: Puddle by big sycamore||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Prices Fork, Price Station Rd.",37.201334 || -80.504946,37.201334,-80.504946,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f426b278-9da4-43bc-bf42-522e392ef8b7,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48851964,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000005359,PreservedSpecimen,Occurrence ID: 86e2dd44-596f-43fa-b4bf-3bcba96539e1,624854,"Cercyonis pegala ((Fabricius, 1775))",,1937-07,1937-07,1937-07,lifeStage: Adult||sex: Female||preparations: pinned specimen,"""Dare, North Carolina, United States""",Kitty Hawk,36.069328 || -75.710885,36.069328,-75.710885,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:86e2dd44-596f-43fa-b4bf-3bcba96539e1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48853556,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000005365,PreservedSpecimen,Occurrence ID: b7322f69-b4df-47ec-8c17-e4ec21a4d986,624855,"Speyeria diana ((Cramer, 1777))",,7/23/1911,7/23/1911,7/23/1911,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Poverty Hollow,37.249476 || -80.52743,37.249476,-80.52743,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b7322f69-b4df-47ec-8c17-e4ec21a4d986,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56641312,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000005376,PreservedSpecimen,Occurrence ID: 1f2f9ebe-4839-426b-898e-99b9dd7f840e,624856,"Speyeria diana ((Cramer, 1777))",,7/14/1938,7/14/1938,7/14/1938,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Rockbridge, Virginia, United States""",0,37.810058 || -79.44989,37.810058,-79.44989,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1f2f9ebe-4839-426b-898e-99b9dd7f840e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56667781,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000006485,PreservedSpecimen,Occurrence ID: 5625865f-c430-4d9a-9ee5-b61a56b344ab,624857,Hesperiidae,Despins (recorded by),8/16/1980,8/16/1980,8/16/1980,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Pandapas Pond,37.281354 || -80.467988,37.281354,-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5625865f-c430-4d9a-9ee5-b61a56b344ab,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57243874,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000006664,PreservedSpecimen,Occurrence ID: 693a57e7-ecbb-4c47-9693-65dbc9b55956,624861,"Speyeria diana ((Cramer, 1777))",R. R. Mills (recorded by),7/14/1960,7/14/1960,7/14/1960,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:693a57e7-ecbb-4c47-9693-65dbc9b55956,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236613,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000006670,PreservedSpecimen,Occurrence ID: 78d7170a-0be8-4f45-b057-895c7a109521,624862,"Speyeria diana ((Cramer, 1777))",,8/27/1945,8/27/1945,8/27/1945,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Mt. Lake Little Meadow,37.375154 || -80.521811,37.375154,-80.521811,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:78d7170a-0be8-4f45-b057-895c7a109521,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236668,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000006870,PreservedSpecimen,Occurrence ID: 40d2a1da-5c03-4e06-98a6-1dbe3f7aa3f7,624863,Pieridae,E. Martinez (recorded by),9/9/1988,9/9/1988,9/9/1988,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.15652 || -80.318935,37.15652,-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:40d2a1da-5c03-4e06-98a6-1dbe3f7aa3f7,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57305162,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000006931,PreservedSpecimen,Occurrence ID: e4d5ac86-700d-46d3-baa8-d6568f554897,624864,Pieridae,,,,,lifeStage: Adult||preparations: pinned specimen,,0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e4d5ac86-700d-46d3-baa8-d6568f554897,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57309797,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000006979,PreservedSpecimen,Occurrence ID: 5df7825e-82fc-4f36-b5b5-e47539399554,624865,"Polygonia interrogationis ((Fabricius, 1798))",A. Beck (recorded by),7/19/1977,7/19/1977,7/19/1977,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Cascade Park,37.319556 || -80.658125,37.319556,-80.658125,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5df7825e-82fc-4f36-b5b5-e47539399554,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57333550,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007049,PreservedSpecimen,Occurrence ID: 7bf7ab0b-b812-4a54-9a98-923afb26a6d6,624866,"Nymphalis antiopa ((Linnaeus, 1758))",,,,,lifeStage: Adult||preparations: pinned specimen,,0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7bf7ab0b-b812-4a54-9a98-923afb26a6d6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57334056,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007055,PreservedSpecimen,Occurrence ID: 6408a4fc-04d5-460f-9ba0-8b150ce77561,624869,"Aglais milberti ((Godart, 1819))",,8/30/1951,8/30/1951,8/30/1951,lifeStage: Adult||preparations: pinned specimen,"""Lenawee, Michigan, United States""",Adrian,41.897547 || -84.037166,41.897547,-84.037166,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6408a4fc-04d5-460f-9ba0-8b150ce77561,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57334394,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007068,PreservedSpecimen,Occurrence ID: e91b9946-8a24-476c-a6ba-e4495920a940,624870,"Vanessa virginiensis ((Drury, 1773))",A. H. Showalter (recorded by),7/26/1973,7/26/1973,7/26/1973,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.15652 || -80.318935,37.15652,-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e91b9946-8a24-476c-a6ba-e4495920a940,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57334931,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007107,PreservedSpecimen,Occurrence ID: 86257204-79b8-4345-814a-f0d3d9648bbc,624871,"Vanessa atalanta ((Linnaeus, 1758))",Michael Kosztarab (recorded by),6/21/1960,6/21/1960,6/21/1960,lifeStage: Adult||preparations: pinned specimen,"""Franklin, Ohio, United States""",Columbus,39.961176 || -82.998794,39.961176,-82.998794,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:86257204-79b8-4345-814a-f0d3d9648bbc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57336973,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007235,PreservedSpecimen,Occurrence ID: 456954b9-afb4-4a86-9385-972fde148460,624872,"Speyeria (Scudder, 1872)",John Evary (recorded by),7/22/1972,7/22/1972,7/22/1972,lifeStage: Adult||sex: Female||preparations: pinned specimen,"""Highland, Virginia, United States""",Rt. 642,38.499552 || -79.612453,38.499552,-79.612453,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:456954b9-afb4-4a86-9385-972fde148460,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57344562,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007236,PreservedSpecimen,Occurrence ID: d6b5efdc-f320-460d-9559-aef4506b778c,624873,"Speyeria (Scudder, 1872)",,,,,lifeStage: Adult||preparations: pinned specimen,,0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d6b5efdc-f320-460d-9559-aef4506b778c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57344569,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007265,PreservedSpecimen,Occurrence ID: bf0e1a9f-c479-4286-a364-e2a6e34fe075,624874,Argynnis egleis (Boisduval 1869),,,,,lifeStage: Adult||sex: Female||preparations: pinned specimen,"""California, United States""",0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bf0e1a9f-c479-4286-a364-e2a6e34fe075,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57345137,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007283,PreservedSpecimen,Occurrence ID: b615f3df-db63-40fa-9f4a-97006585d3fd,624877,"Nymphalidae (Rafinesque, 1815)",,,,,lifeStage: Adult||preparations: pinned specimen,,0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b615f3df-db63-40fa-9f4a-97006585d3fd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57345317,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007464,PreservedSpecimen,Occurrence ID: 64cc23ea-2537-4378-a0e7-d349671b9dbc,624878,"Chlosyne nycteis ((E. Doubleday, 1847))",F. R. Bodnar (recorded by),6/18/1977,6/18/1977,6/18/1977,lifeStage: Adult||sex: Female||preparations: pinned specimen,"""Indiana, Pennsylvania, United States""",0,40.645648 || -79.084664,40.645648,-79.084664,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:64cc23ea-2537-4378-a0e7-d349671b9dbc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350261,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007500,PreservedSpecimen,Occurrence ID: ae08c30e-5121-4248-9fc2-24479b80387c,624879,"Euphydryas phaeton ((Drury, 1773))",R. L. Hoffman (recorded by),6/17/1958,6/17/1958,6/17/1958,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",5 miles NE of Blacksburg,37.280824 || -80.34955,37.280824,-80.34955,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ae08c30e-5121-4248-9fc2-24479b80387c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57354609,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000007568,PreservedSpecimen,Occurrence ID: 03230bcd-4a8c-4968-92d7-4b0b45220f03,624880,"Cirrochroa (Doubleday, 1847)",,,,,lifeStage: Adult||preparations: pinned specimen,"""Sumatra, Indonesia""",0,-0.589724 || 101.343106,-0.589724,101.343106,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:03230bcd-4a8c-4968-92d7-4b0b45220f03,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57356629,TRUE,three dimensional object||still image,model/x3d || image/tiff
