ObjectId,identifier,other_identifier,medium,title,description,display_date,date,start_date,end_date,tags,subject,provenance,repository,rights,visibility
2016.001.048,fchs_2016.001.048,2016.001,pocket watches,Small Gold Pocket Watch,"Small gold colored pocket watch with the engraving of ""CH"" on the back.",,,,,,Clocks and watches|| Pocket watches,"Akers, Susan","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2016.001.049,fchs_2016.001.049,2016.001,class ring,Class Ring,"The 1884 Class ring of Clara (Harris) Akers. The inscription inside the ring band reads ""C.E.H. Pupils of '84.",1884,1884,1884,,,Jewelry|| Rings,"Akers, Susan","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2016.002.001,fchs_2016.002.001,2016.002,spinning wheels,Large Walking Spinning Wheel,"Large Walking Spinning Wheel
The spinning wheel belonged to Eva Jane Slusher Quesenberry and was down to her daughter-in-law, Amanda Goad Quesenberry. Cordova Quesenberry Phillips owned it next and passed it to her daughter, Mary Ruth Phillips Heafner.",,,,,"Quesenberry, Eva Jane Slusher|| Quesenberry, Amanda Goad|| Phillips, Cordova Quesenberry|| Heafner, Mary Ruth Phillips||Spinning",Spinning|| Spinning-wheel,"Heafner, Ruth","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2016.010.001,fchs_2016.010.001,2016.01,jail keys,Floyd County Jail Keys,Floyd County Jail Keys from the county jail circa 1851 - 1951.,,,,,Floyd County Jail|| Key,Locks and keys,"Vest, Earl",,https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2016.013.001,fchs_2016.013.001,2016.013,school desks,School Desk,A wide school desk that would have sat two students.,,,,,school desk,Schools|| Desks,"Dulaney, Kathy","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.002.001,fchs_2017.002.001,2017.002,yearbooks,"The Admiral, Floyd County High School Yearbook, 1940","The Admiral, Floyd County High School Yearbook, 1939. Belonged to Myrtle L. Dickerson, a junior at Floyd County High School.",1939,1939,1939,,"Dickerson, Myrtle||Floyd County High School",Yearbooks|| School yearbooks,"Merriam, Annie Young","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.014.001,fchs_2017.014.001,2017.014,cabinets (case furniture),In Memory of Mamie Phillips Vest,"A large oak cabinet/cupboard from the family of John Montique Phillips and wife, Lucy Jane Quesenberry Phillips.",,,,,"Vest, Mamie|| Phillips, Lucy Jane Quesenberry|| Phillips, John Montique||cupboard|| china cabinet",Furniture|| Cupboards,"Vest, Earl","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.014.002,fchs_2017.014.002,2017.014,mantel clocks,Seth Thomas Mantle Clock,"Mantle Clock was created by the Seth Thomas Clock Company of Connecticut solely for the Southern Calendar Company of Saint Louis. Seth Thomas clocks were considered to have the finest moments made in this country in the late nineteen century. This ""Fashion"" model, dating from circa 1880, was purchased by George Wiley King, a veterinarian, in 1900 for fifteen dollars. After his death in 1949, his daughter Hettie purchased the clock for one hundred twenty-five dollars at his estate sale. Mr. Earl S. Vest donated this clock in memory of his grandmother, Hetties L. King Yates.",1880,1880,1880,,"Vest, Earl J.|| King, George Wiley|| Yates, Hettie L.||clock|| mantle clock|| wooden case clock",Clocks and watches,"Vest, Earl","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.014.003,fchs_2017.014.003,2017.014,filing cabinets,A Small Six Draw Filing Cabinet,"A small six draw filing cabinet, made by The Globe - Werhieled [sic] Company, used in the law office of Joseph H. Poff, Commonwealth's Attorney of Floyd County and member of the Virginia House of Delegates.",,,,,"Poff, Joseph H.||file cabinet",Office furniture|| Filing cabinets,"Vest, Earl","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.014.004,fchs_2017.014.004,2017.014,wall telephone,"A Vintage Wall Phone, circa 1926","A Vintage, circa 1926, Wall Phone belonging to William Lewis and Cordova Quesenberry Phillips of Indian Valley, Virginia. After William became the deputy sheriff, they moved to Floyd, Virginia and used the telephone in their apartment located in the Floyd County jail house. When they later moved to a home near Pine Tavern on U.S. 221 N, they took the telephone with them. Mrs. Phillips and Mrs. Roy Thomas had their telephones hooked up such that they could call one another form across the road. The jail keys were kept in the phone at the jail house.",1926,1926,1926,,"Lewis, William|| Phillips, Cordova Quesenberry||telephone",Telephone,"Vest, Earl","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.014.005,fchs_2017.014.005,2017.014,dropleaf tables,B. O. Thompson Made Dropleaf Table,"B. Odell Thompson made dropleaf dining room table from the Vest family home. B. Odell Thompson was a furniture maker, a primitive Baptist preacher, and ran the mill on River Ridge. Mr. Thompson lived near the intersection of Daniel's Run Road and U.S. 221.
B. Odell Thompson married the donor, Earl S. Vest, and his bride Mamie.",,,,,"Vest, Mamie|| Thompson, B. Odell|| Vest, Earl J.||table|| dining table",Furniture|| House furnishings|| Tables,"Vest, Earl","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.015.002,fchs_2017.015.002,2017.015,North American paper money,Confederate States of America Twenty Dollar Bank Note,An original Confederate States of America Twenty Dollar Bank Note.,,,,,Currency,"United States--History--Civil War, 1861-1865|| Paper money|| Money","Femrite, Mark","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2017.015.003,fchs_2017.015.003,2017.015,war bonds,Confederate State of America Bond Certificate,"A Confederate States of America Civil War era [Registered] Bond paying 4% per annum in the amount of ""Twenty Two Hundred"" (2200) dollars.",,,,,,"United States--History--Civil War, 1861-1865|| Savings bonds","Femrite, Mark","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2018.006.001,fchs_2018.006.001,2018.006,inkwells,Sengbusch Inkwell and Pen,A black glass Sengbusch inkwell and fountain pen. The pen nib is marked Pen - In - Ink Iridium Tip Coarse. The pen is marked Robinson Pwn - In - Ink.,,,,,Inkwell|| fountain pen,Writing|| Inkwells,"Slusher, Nadine","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2018.008.006,fchs_2018.008.006,2018.008,financial statements,Statement of Materials and Supplies for Stonewall Church,"A financial statement that includes the expenses for materials, supplies, and labor for the construction of the Stonewall Church. In addition the congregation donations are detailed. The report is four pages.",1955-01-01,1955-01-01,1955-01-01,,,Financial statements|| Church buildings,"Brown Sr., Robert S.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2018.008.007,fchs_2018.008.007,2018.008,jackets (short coats),FFA Agriculture Jacket,"This jacket was worn by Robert S. Brown. It is circa 1954, the year Mr. Brown graduated from Check High School.",1954,1954,1954,,"Brown, Sr., Robert S.||Future Farmers of America",Future Farmers of America|| Clothing and dress|| Jackets,"Brown Sr., Robert S.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2018.009.001,fchs_2018.009.001,2018.009,paperweights,Floyd County welcomes The City of Roanoke,"A paperweight inscribed with ""Floyd County welcomes The City of Roanoke and All Her Trade Resources, Dated July 30, 1924.",1924-07-30,1924-07-30,1924-07-30,,,Paperweights,"Bingham, Karen A.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2018.009.003,fchs_2018.009.003,2018.009,watercolors (paintings),West Fork Primitive Baptist Church,"A watercolor painting of the West Fork Primitive Baptist Church painted by Virginia Simpkins of Christiansburg, VA.",,,,,,Watercolor painting|| Baptists|| Church buildings,"Bingham, Karen A.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2018.017.001,fchs_2018.017.001,2018.017,bells (idiophones),Floyd County Courthouse Bell,This is the original bell that was saved when the first Floyd County Courthouse was razed and replaced.,,,,,bell,Bells,"Supervisors, Floyd County Board of Supervisors","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2018.018.001,fchs_2018.018.001,2018.018,clay blocks,Clay Ingot signed by Ernie Pyle,"Clay Ingot signed by Ernie Pyle. Pyle was a famous WW II correspondent. A museum honoring Mr. Pyle is in Dana, IN.",,,,,"Pyle, Ernie||","World War, 1939-1945|| Clay","Boreck, Linda",,https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.004.002,fchs_2019.004.002,2019.004,mess kits,World War I Mess Kit,"Mess Kit from the First World War. The kit includes the oval pan called a ""meat can"" with a seperate lid that doubles as a plate. The pan's galvanized iron handle, engraved with ""U.S. G.M.L. 1918 folds over the the lid locking the kit when closed. A pull-ring is riveted to one side of the lid's handle. A mismatched knife and fork fit inside wwith the handles crossed. The knife is embossed with ""U.S."" on the handle and ""L.F. & C. 1917 [Landers, Fray, & Clark Company] embossed on the reverse. The fork is lighter in weight and has ""U.S."" engraved below a cut-out near the end of its handle. On the reverse side the handle has emboossed lettering ""Wallco Stainless"" [R.Wallace and Sons Co.]",1918,1918,1918,,Fork|| Mess Kit|| knife,"World War, 1914-1918|| Mess kits","Slusher, Nadine","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.009.001,fchs_2019.009.001,2019.009,commemorative medals,Daughters United Confederacy,"A Civil War era medal presented by the ""United Daughters Confederacy. To the U.C.V.
Awarded to Ashury Bishop Williams, 1st Lieutenant - Company I, 4th Virginia Regiment.
Born January 6, 1847.
Enlisted in Confederate Army in the Spring of 1864 at 17 years of age.
Battle of Saltville?
Discharged in April 1865.",,,,,"Williams, Asbury||","United States--History--Civil War, 1861-1865|| Awards|| Medals","Daiber, Rhonda","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.011.001,fchs_2019.011.001,2019.011,black-and-white photographs,Church Leader,"A framed black and white photograph found in the old Zion Christian Church. The subject person is unknown, but thought to be an early leader of the church.",,,,,,Photographs,"Taylor, Raymond","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.013.003,fchs_2019.013.003,2019.013,achievement certificates,Five Point Standard awarded to Edmon Sowers,"Commonwealth of Virginia State Board of Education and State Board of Health certificate awarded for achieving the ""Five Point Standard"" required for physical fitness.",,,,,,Awards,"Hylton, Sharon H.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.013.004,fchs_2019.013.004,2019.013,letters (correspondence),"Letter to the Editor, The Floyd Press from 1893 to 1900",A hand typed letter to the Editor of the Floyd Press describing the history of the Floyd Press from 1893 to 1900,1941-07-16,1941-07-16,1941-07-16,,,Letters,"Hylton, Sharon H.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.013.006,fchs_2019.013.006,2019.013,ambrotypes (photographs),Unknown Soldier Ambrotype Photograph,This is an ambrotype photographic image of what appears to be an unknown soldier of the American Civil War.,,,,,,"United States--History--Civil War, 1861-1865|| Ambrotype","Hylton, Sharon H.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.013.007,fchs_2019.013.007,2019.013,type cases,Type case from Floyd Press,"A wooden type case from the early days of the Floyd Press newspaper publication. The product label Empire Type of Delevan, N.Y.",,,,,"Floyd Press|| Delevan, N.Y.|| Empire Type",Letterpress printing|| Typesetting,"Hylton, Sharon H.",,https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.014.001,fchs_2019.014.001,2019.014,wallets,Lawrence Graham Wallet,A leather wallet with the name Lawrence Graham written in ink in the inside.,,,,,"Graham, Lawrence||",Wallets,Unknown,"Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.019.002,fchs_2019.019.002,2019.019,decorative bowls,The Kaiser Bicentennial Bowl,A limited issue to commemorate the 200th Anniversary of the great American Nation. Limited to an edition of 5000 pieces. This bowl is # 129.,,,,,America History,Ceramic bowls,"Graham, John","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.021.001,fchs_2019.021.001,2019.021,insignia patch,Hale,"Name identification uniform patch worn by Lynwood Hale when he worked at S. H. Heironinus as Warehouse Manager.
Need to confirm the business name",,,,,"Hale, Lynwood Carlton||",Insignia,"Hale, Dawn","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.021.002,fchs_2019.021.002,2019.021,dog tags (military tags),L. C. Hale Military Identification Tag,L. C. Hale Military Identification Tag USNR,,,,,"Hale, Lynwood Carlton||Dog Tag",Soldiers|| Military dog tags,"Hale, Dawn","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.021.003,fchs_2019.021.003,2019.021,identification bracelets,L. C. Hale I.D. Bracelet,"An identification bracelet worn by L. C. Hale. The inscription reads
L.C. Hale
935-54-58
U.S.N.R.
The back reads ""Snookie""",,,,,"Hale, Lynwood Carlton||Dog Tag|| bracelet",Bracelets|| Identification bracelets,"Hale, Dawn","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.021.004,fchs_2019.021.004,2019.021,pocket knives,L. C. Hale's Tree Brand Pocket Knife,"A four bladed ""Tree Brand"" pocket knife carried and used by L. C. Hale. The knife has bone inlayed in the body.",,,,,"Hale, Lynwood Carlton||knife",Pocketknives,"Hale, Dawn","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.021.005,fchs_2019.021.005,2019.021,belt buckles,L. C. H. Belt Buckle,The personalized Belt Buckle worn by L. C. Hale.,,,,,"Hale, Lynwood Carlton||Belt buckle",Belt buckles,"Hale, Dawn","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2019.021.006,fchs_2019.021.006,2019.021,rings (finger jewelry),L. C. Hale's Ring,This hand made steel ring was crafted and worn by L. C. Hale,,,,,"Hale, Lynwood Carlton||ring|| rings",Rings,"Hale, Dawn","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.001,fchs_2020.006.001,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Drill",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.002,fchs_2020.006.002,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.003,fchs_2020.006.003,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.004,fchs_2020.006.004,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.005,fchs_2020.006.005,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.006,fchs_2020.006.006,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.007,fchs_2020.006.007,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.008,fchs_2020.006.008,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.009,fchs_2020.006.009,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.010,fchs_2020.006.010,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.011,fchs_2020.006.011,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.012,fchs_2020.006.012,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.013,fchs_2020.006.013,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Drill",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.014,fchs_2020.006.014,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.015,fchs_2020.006.015,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.016,fchs_2020.006.016,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.017,fchs_2020.006.017,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.018,fchs_2020.006.018,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.019,fchs_2020.006.019,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.020,fchs_2020.006.020,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.021,fchs_2020.006.021,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.022,fchs_2020.006.022,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.023,fchs_2020.006.023,2020.006,shell (animal material),Shell,Shell from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||shell",Archaeology|| Shells,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.024,fchs_2020.006.024,2020.006,quartz (mineral),Six Sided Quartz Crystal,Six Sided Quartz Crystal,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||quartz|| quartz rock",Archaeology|| Geology|| Quartz,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.025,fchs_2020.006.025,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.026,fchs_2020.006.026,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.027,fchs_2020.006.027,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.028,fchs_2020.006.028,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.029,fchs_2020.006.029,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.030,fchs_2020.006.030,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.031,fchs_2020.006.031,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.032,fchs_2020.006.032,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
2020.006.033,fchs_2020.006.033,2020.006,arrowheads,Projectile Point,Chipped stone arrowhead from the Archaic Period.,8000 B.C.E./1000 B.C.E.,-7999/-999,-7999,-999.0,"Sisson, Sebert||Projectile Point",Archaeology|| Arrowheads,"Sisson-Vaughan, Mary J.","Floyd County Historical Society (Floyd County, Va.)",https://rightsstatements.org/vocab/InC-NC/1.0/?language=en,1
